code,cause,AFG,ALB,DZA,AGO,ATG,ARG,ARM,AUS,AUT,AZE,BHS,BHR,BGD,BRB,BLR,BEL,BLZ,BEN,BTN,BOL,BIH,BWA,BRA,BRN,BGR,BFA,BDI,CPV,KHM,CMR,CAN,CAF,TCD,CHL,CHN,COL,COM,COG,CRI,CIV,HRV,CUB,CYP,CZE,PRK,COD,DNK,DJI,DOM,ECU,EGY,SLV,GNQ,ERI,EST,SWZ,ETH,FJI,FIN,FRA,GAB,GMB,GEO,DEU,GHA,GRC,GRD,GTM,GIN,GNB,GUY,HTI,HND,HUN,ISL,IND,IDN,IRN,IRQ,IRL,ISR,ITA,JAM,JPN,JOR,KAZ,KEN,KIR,KWT,KGZ,LAO,LVA,LBN,LSO,LBR,LBY,LTU,LUX,MDG,MWI,MYS,MDV,MLI,MLT,MRT,MUS,MEX,FSM,MNG,MNE,MAR,MOZ,MMR,NAM,NPL,NLD,NZL,NIC,NER,NGA,MKD,NOR,PSE,OMN,PAK,PAN,PNG,PRY,PER,PHL,POL,PRT,PRI,QAT,KOR,MDA,ROU,RUS,RWA,LCA,VCT,WSM,STP,SAU,SEN,SRB,SYC,SLE,SGP,SVK,SVN,SLB,SOM,ZAF,SSD,ESP,LKA,SDN,SUR,SWE,CHE,SYR,TJK,THA,TLS,TGO,TON,TTO,TUN,TUR,TKM,UGA,UKR,ARE,GBR,TZA,USA,URY,UZB,VUT,VEN,VNM,YEM,ZMB,ZWE
grade,WHO data-quality grade,4,3,4,4,2,2,1,1,1,4,2,3,4,3,1,1,1,4,4,4,2,4,1,1,2,4,4,3,4,4,1,4,4,1,4,1,4,4,1,4,1,1,1,1,4,4,1,4,3,2,3,3,4,4,1,4,4,3,1,2,4,4,2,1,4,2,2,1,4,4,2,4,4,1,1,4,4,2,3,1,1,1,1,1,2,1,4,3,3,1,4,1,3,4,4,4,1,1,4,4,3,3,4,1,4,1,1,3,1,3,4,4,4,4,4,1,1,1,4,4,2,1,3,4,4,1,4,2,2,2,2,1,1,4,1,1,1,2,4,1,1,4,4,1,4,2,2,4,1,1,1,3,4,2,4,1,2,4,2,1,1,3,3,3,4,4,4,3,3,2,4,4,2,3,1,4,1,2,2,4,1,4,4,4,4
0,All Causes,340.515935777685,33.6932993958899,219.868479554345,273.653909142258,0.658260341717367,433.521942041172,35.8020280839402,173.640293102975,93.9078680024321,72.3286433501536,4.554659022239,6.12422742275323,917.336971058123,2.61276363051146,134.080591389236,112.048224705936,1.93434549187535,99.6416679057311,3.78471426521186,115.425527075862,56.4947273900386,22.7016758897926,1906.69506798701,1.96633424204397,148.892999615269,162.571792744188,83.3006846114752,3.23179222296395,123.339981256462,213.430468375892,310.765981989069,61.1062608200319,164.67747962666,146.116278207197,11525.4678453565,362.16992390212,5.50862014264751,43.2121899589367,31.2467870615847,209.7001079212,60.3040273357814,168.111522424553,8.43637042286094,140.175459903841,265.333235393708,857.841677806991,57.0241093812581,8.86863508882299,67.388198635376,116.215984092012,746.543122045293,46.4927157817826,15.521974948958,27.4053788294395,18.4883039155023,15.7836493904968,685.953773752367,9.41425729845379,57.6857972302423,648.580750384544,18.37103804666,17.3145065571023,63.1720003259002,1038.46714205201,217.63102932992,156.760062913147,1.31811024202022,109.537292728261,121.211872548845,19.440216525827,7.71540927104703,102.209249891231,61.0377171796431,153.698168385057,2.39846045944351,13043.1975331388,2639.02299318296,515.200384541533,185.345408689158,35.64542150917,53.7391395925489,710.285151935434,26.9873403825135,1387.81062056758,39.4482053950927,186.938560721316,306.617367657715,1.28065891068633,11.4146132479747,38.8378318682471,47.5023262602678,34.3941710084962,43.887032647394,33.4409124092458,39.365646378075,40.6894754389422,48.0222360360274,4.33596721789658,229.268203078941,142.44286123641,235.411190373925,2.79926512398224,182.21175600987,4.21426653895369,25.7497423822624,12.0524144991128,1035.84375956089,0.911581574468112,21.8918042208244,8.65758407839301,252.185240448682,296.38369083737,449.600739561447,27.3102597408745,198.879512022336,171.150055673455,34.600733141074,29.1012122122854,230.518266163945,1688.71695257839,28.2233016615575,41.6528609121294,20.3211786550632,17.4315862244079,1675.1952406072,23.9230335523729,66.8433442573048,49.1965232680999,290.931530350199,908.862921952837,513.439584302364,123.018824993155,33.5961215489178,4.80648619409572,318.468385915561,48.6898122590004,327.901226992986,2453.06784200347,79.4914280430688,1.70518824275833,1.00563199005103,1.42707690300237,1.11922664546291,85.4655405467128,100.460818693125,137.826528596711,0.92940180492009,69.5637592472937,24.1018646413345,73.3640160444019,22.6486273039434,5.81455110698901,209.651637871553,778.904859314412,100.451382446925,451.708866603922,148.899054555716,276.769552272607,5.18840369170929,92.1157735732306,71.4926961824462,108.961185857393,44.7886847658789,633.248723949848,9.32724910105041,63.2288808637537,0.663523768917028,13.5725405497973,89.0902012295041,664.881167829885,42.899079586136,251.607618567996,771.726859992768,14.2334706609025,689.72383573727,370.415778637159,3447.14522209389,40.7599167060293,217.081797864123,2.23367579361177,227.101375336995,703.526786207368,224.587956617553,139.635092754473,153.224131965521
10,"Communicable, maternal, perinatal and nutritional conditions",133.036127035643,7.7532713609894,37.6197696696022,154.307413938423,0.180179040592337,154.398872912696,8.79541583464365,7.28406997241629,10.6080198262617,21.0324692188317,1.17998651082311,1.05229888049083,246.607898450035,0.429446977014153,21.4646047016739,20.0596681916016,0.526670010530434,53.1729536882651,0.697631501488166,51.8520609890448,12.3715312755366,13.3140914054529,650.025449818732,0.283580085488232,32.2147707796133,82.9877641907092,41.7979839559236,0.751397248246878,30.9094124152551,116.293804557706,25.9710928490602,40.5174002158928,109.374100377394,31.187322144877,368.905032290582,118.192226856068,2.06943443617113,25.3192198860622,7.63735043911571,111.459278452365,9.25511575991629,58.1817643246956,1.09461650932169,32.8887939325698,33.3858591770018,480.053429992152,5.17841424608739,3.71951103526863,14.8793828973849,33.4424746455693,188.589993949514,10.0495536154276,9.53095389429112,10.1364507005486,2.38654147993369,8.14541253866152,329.920410007744,2.11333942127033,1.47637663039479,95.1862717453018,10.0351122056819,8.69510425062801,17.7641433602664,111.218048464095,93.919127568897,30.5980053371856,0.487324787128387,41.3175299968851,68.9729920012026,11.4893227200989,3.39641886616749,29.6288762299901,16.8177376156123,27.5426110315173,0.101662373428906,5005.6239276563,915.07186489139,152.04314906483,37.3087109984883,5.24692475374129,10.1859279338874,106.817226968403,4.50746124246668,137.939861485448,12.4251494794003,50.3299614664326,154.268519229242,0.385682194482998,2.9959221104299,9.94020082265162,12.8038961632561,5.08471165160918,15.0056593555479,18.1059314313706,22.425094659944,8.87303274779209,8.27196595727385,0.647361236379477,115.5731798873,72.1994202856913,60.3514345781715,0.492152397254476,110.405249167495,0.544148368442984,12.0407427744144,1.84025910233246,402.140513627507,0.128253323676055,3.32053218758851,2.3473886669737,42.7630547387065,176.994465771566,124.570796083041,15.3336310650663,62.1527297579197,28.1775755827477,1.56039048629738,12.6135144030047,151.480440752375,1075.69703730287,7.81601895025258,3.16837089921095,5.15806912534413,5.83730967192578,624.653518962662,6.2172120211585,27.4486780584631,22.0007528886991,155.950204327196,230.687176926786,121.804307732053,18.9963921892255,4.17952375681164,0.861842787689596,46.6565240839931,11.6088332800631,79.5680147637594,658.875202010227,30.8921330263516,0.556270340136006,0.190970542538309,0.154233448247978,0.352441412234552,14.0655059917165,39.1322109877612,35.5680595713004,0.238592938677634,40.0501754810441,5.22077869532367,21.7178577006674,3.91294325436264,1.36899635155143,133.823245233108,361.507177956918,60.6720255961102,57.9919511963785,22.9914168528071,122.750327426616,1.92077669913463,9.85326537927701,8.88183614533867,14.4270145746697,14.0501051878172,121.369559229127,3.67907438306255,28.7369601352778,0.0662831734888825,2.86162155840704,26.9453276714525,148.270274936023,11.2828834214452,127.72332000967,140.994013016805,2.39090963901845,117.025161798401,190.409002365388,570.464440738403,8.96013053933009,26.8254501256183,0.393864760095768,36.2355033416542,87.2071596058601,77.4317845087722,82.1584460183872,75.642003221424
20,Infectious and parasitic diseases,34.8427055743455,0.0855375695584179,4.98851329004893,83.8925987924578,0.0293791720443366,17.2051220667327,0.304062479552597,2.78861592445366,1.11170948106277,0.951403064370159,0.098055393596049,0.0517902729074929,83.9771823211728,0.064858279717568,0.786207069335515,2.42415228920519,0.12162276283076,26.4417276392414,0.451174415907674,3.96289496423218,0.178995080722382,5.95664542876927,74.0729212683109,0.123001790048673,0.531724434700868,40.4370721041696,20.8270413219342,0.134165793644071,8.03066316287793,58.0455833072011,4.60578878201601,24.2201398066226,53.4570152345105,2.67972588060635,114.199607137985,8.63955400750006,0.511028021542876,17.7390020166395,0.554728706910773,53.6801560678743,0.188998373245157,1.11163427845947,0.255570348522948,2.30805287508388,24.3036809438285,245.085982503693,1.61760443956231,1.64327348216127,3.52419695553607,3.80764763053434,7.14441090611736,0.884478232587705,6.49534295844823,3.71970600870442,0.208851541708171,4.37967619106954,119.600894142145,0.304947359173684,0.259444916461195,12.8758483090279,7.17563316924122,4.09937258070667,0.832611672401731,16.2473595440098,51.3047780799605,4.19880803931927,0.0174491147724497,3.85598775495755,34.493668168193,6.67513277427659,0.401401792871891,7.69230845303073,2.22168470929558,0.9399818093317,0.022212049493116,1064.04192625133,232.288434299114,5.47432051748627,3.42013956973064,0.317419663446577,2.64455936667514,14.803070595563,1.30087644028789,26.5775805344195,0.251356532595419,1.0416233246859,84.7666437494362,0.141851334814701,0.0528859087810976,0.966847876766082,4.52373265591013,0.331818313723885,0.36129699645348,10.8675077642355,13.8324312626648,1.30503949174243,0.760941428707621,0.0844600358344595,53.7048245743426,39.6125367528552,8.00906967071375,0.0361764055160696,52.6346346677953,0.0716907956700594,3.96774646416091,0.291273640885532,17.4312608305756,0.0304563531751213,0.560292006127082,0.00634665243845307,5.3855727931229,103.039809332475,56.4213259376775,7.0707486814578004,25.4783930423108,3.28325882046911,0.4007059441567,0.729341607189194,83.077482649275,620.218121188228,0.101233572282571,0.996518129648796,0.146707308580146,0.199804096677406,179.170900926788,1.2225054432293,14.3440741492021,1.2083340831914,11.6819266651299,67.9774691529067,2.70211467387835,2.16690446825128,1.07952448681825,0.0517678004964987,12.0872177297981,0.640761120161631,4.70909890234143,45.4961950543355,13.3203303040871,0.0109418563121626,0.0537972799334348,0.0263922369381844,0.147858496318732,1.38710193264313,13.5304028182298,1.3467970134081,0.0134387020466726,22.1887952207877,0.170574701863051,1.19236024885906,0.11567600110981,0.358848264038273,56.9385335087445,133.982108493992,33.0756401494299,6.37101904582033,3.08088548858229,36.9191645653867,0.268128310495077,2.53316286802496,1.00175813068883,0.863740278705706,2.07550731181237,33.3666855749219,2.05950853780091,13.2858298108235,0.0143174652643004,0.385594062321723,0.762864422065971,2.8537677770155,5.71922067117665,69.0662494467654,11.6657008385244,0.193071218808423,6.31209403415723,106.39872654577,71.2892535355666,1.00400503334824,4.59368757115755,0.0784936773866219,6.6015672591556,22.0394399735253,16.3741239791929,46.5794273457405,37.0853668091066
30,Tuberculosis,10.0399107362869,0.009668729188,2.68133522414598,20.9669888309557,0.000874015460176425,0.676657486640129,0.055444996755,0.050151429282,0.032078325808,0.570966052124647,0.004501870959,0.019626164645,42.9773921171064,0.002384969472,0.308633013574853,0.049148954289,0.01118193327,1.68519164629684,0.206091311622281,1.54213106647952,0.089544429878,1.81706607881913,10.7286982093429,0.0251039227652751,0.057129796501,1.5832406743428,2.91407974517812,0.015048528957,3.75264177256418,11.9302478526769,0.121523810264088,8.2115237270287,5.76492962445947,0.324415121363,35.9444114476488,2.55449876461518,0.0703384058076039,5.9004994746756,0.054687451879,8.47824948251164,0.021278575015,0.053595736773,0.005709418385,0.037232115982,22.62530236245,51.5062506109821,0.007013225588,0.259708244225105,0.479632586575017,0.906458880609963,0.501066392620823,0.133059104995422,1.8135109118541,0.49418085097598,0.013398940575,0.963936555948687,21.0926436712622,0.048816306228,0.028540282587,0.316550843495,4.04598779887235,0.914793870040638,0.084305886052,0.288834630695,15.8507819808271,0.034313319899,0.00150681385147158,0.576245715413815,3.33932346089444,2.81506806638273,0.114116028828,1.96177303838237,0.554788972850194,0.056690078445,0.001619591118,359.701576339025,135.104414336113,0.968092993357126,0.8989092399936,0.018089632764,0.009935693596,0.274507466469,0.010868942424,2.881651637187,0.0115703509749361,0.364596708262216,32.033362955283,0.0488715924852867,0.0202667749588111,0.514435064575632,2.21445198328757,0.062735177136,0.0447355827619105,4.75752260786583,4.30349915269037,0.97151597375366,0.10164357037,0.000574672672,13.2350727693181,7.70536170207005,2.44438069334942,0.008091172207,2.00075340774904,0,0.676406429486231,0.010766024978,2.27826757642086,0.00910720729790332,0.376171963534189,0.001284622298,3.30344495149788,13.0956767974518,36.881201194887,2.73542932022685,17.890171851691,0.02161815353,0.017784357008,0.196028199336311,3.4577174987877,126.059671020258,0.012042519473,0.010517539434,0.00142053480941124,0.017316104799,53.3841479578923,0.248680978274778,7.51852712284174,0.309379453078102,4.78331469790123,37.6981960260718,0.524431220482,0.208794426033717,0.00389647426445363,0.007751769314,1.788676255946,0.216653561992,1.07775135167935,10.410815470589,1.40630265174013,0.002473475564,0.000823575711,0.001223892672,0.0868565072645025,0.644807074694272,3.26390337876673,0.041079478104,0.000881628115,3.789734188739,0.012562274712,0.016394764067,0.011162795117,0.0592627586252981,11.5483996161533,59.2115185634343,4.05291117642072,0.180667157728,0.815805304794518,4.28236490181326,0.026776980687,0.021846658641,0.016216944839,0.028138157335,0.9069921459553,10.382794777326,1.63349128711445,0.316244184757421,0.000764792419,0.033555637412,0.14254320317649,0.436656377665848,0.847128891520808,13.8671414013281,6.29341123256343,0.037729314594,0.234352570728,25.4711373970945,0.633131307448188,0.082818223876,2.42112589806859,0.0189120781187686,1.02630715798309,10.8344801472635,3.47595011385699,7.92290269859658,7.63937338642327
40,STDs excluding HIV,0.589883509238247,0.00117394817861863,0.144836759851123,1.64268832585003,2.39259644287544e-06,0.0331048370676532,1.82646297423921e-05,0.0085719431458222,0.00211155156969542,0.0217277767082615,0.000515390258205324,0.00187734691674612,1.82199648022758,0.000238384011771371,0.00685236836936922,0.007047148230151,0.000166273349712394,0.353072474786217,0.00759255321012112,0.205267131798921,0.00137291422117554,0.0480104596825571,0.427402956157876,0.000696831097222521,0.00109241501777663,0.418930914504907,0.182698361443858,0.002578527880056,0.0285392239668646,1.66735024509174,0.0328494854386138,0.272474906856409,0.955123044559124,0.0196484681362268,1.94929221027992,0.0660915703553047,0.0268593547621822,0.142862257100517,0.00837298381471272,1.24264351727796,0.000984155069750921,0.0219439895886835,0.00206674275230825,0.00205200998692899,0.0748170944356943,6.86484522153947,6.41812913089566e-06,0.0444133665629077,0.225156007464121,0.0933666372573403,0.522431133440796,0.00764930029275196,0.109198238382181,0.0795089437057654,0.00206457320765858,0.0339941658034316,2.47953714611794,0.0207921916411077,0.00345160587777855,0.0271686576747369,0.0701158522404106,0.083526405439371,0.00271784406177804,0.0350972755464202,0.916436062449367,0.0031146264479976,0.000269592886324993,0.0140842578978345,0.646476552865986,0.0764578721684495,0.00117151480112188,0.342715373395676,0.029520683904552,0.0145053789875343,1.34348827997982e-07,11.2401301179085,2.02495950910887,0.153270654451524,0.320838971758915,0.00108619474203036,0.00120249834308941,0.0206133582683044,0.00366946205679638,0.203923015122017,0.0979450543791747,0.0088163911500238,1.15680919945186,0.00413950212491088,0.000801510852547822,0.00210668345025311,0.0582025290035036,0.00107258184139588,0.0190744045962024,0.0708480989987028,0.280255122246616,0.00898658316572506,2.04952248001736e-06,0.0010627332022036,1.51369081172273,0.272703047167109,0.0321118838818352,0.000614829642028382,1.2061643326115,0.000508496805824188,0.216067391403441,7.7466139815336e-05,0.166199975942862,0.00189484444391741,0.0359816177188847,0.000178290115631976,0.251212922619057,1.73667361147912,0.381858405455396,0.0723089425418964,0.222228482822325,0.00644517052650631,0.00297078360858065,0.0127411266627423,0.284576400006159,5.64270877966329,0.000190825656848876,0.00212480342785471,0.0344105759849094,0.00160330154719154,4.32622231207857,0.00206391414059269,0.294044511184635,0.0690870883175442,0.247810857853515,1.17969338832816,0.0115938720783733,0.00759499805286437,0.00433592481243565,0.00848063639224839,0.0653214755642787,0.00011082147209699,0.00743528390215149,0.179975203530825,0.266480890051274,0.000523433979134597,0.000513557175271921,0.000815794603264867,0.00148899760927666,0.101024993884743,0.246285605591403,0.00510225703221767,0.000458907022015545,0.171336499094661,4.65008021608741e-06,0.00440533198418725,0.0014784531072105,0.00610981788082582,0.976984911393773,1.13291605300493,0.547289941316092,0.0384802369338374,0.0270565418337919,1.64742862127305,0.00118127477892482,0.0020788675630492,0.00106367083450031,0.0913084636481375,0.0170793144878333,0.105555410127321,0.0190634427871382,0.223056369138446,0.000645107764528481,0.00103259299499473,0.0112070740670614,0.201393873118035,0.00415180454289079,1.94834562195119,0.0405292881056939,0.0107044120799688,0.110695915743805,2.34597873443011,0.178163339188957,0.00467358652077732,0.00976910798132062,0.0038708051557347,0.0393231238659226,0.216314438824032,0.270936931425952,1.05555883070895,0.285877908826652
50,Syphilis,0.585420922699882,0.000778201509019833,0.141191918200144,1.6060111088865,2.39259644287544e-06,0.0246808839460304,1.82646297423921e-05,0.00339187569493323,0.00107831636758987,0.0133047412438138,0.000112154200582809,0.0017336914309065,1.68348070198834,8.03645476400517e-05,0.00224561664566196,0.00145285021411188,2.63286278319968e-05,0.349386867287394,0.00689317200014512,0.200763341151798,0.00100396007040938,0.045499677109244,0.286913581294752,0.000696831097222521,1.04423823718001e-06,0.409919941493948,0.170402542967689,0.00251495145785781,0.02478549273988,1.65564299445821,0.00564284745413554,0.266088208534649,0.948536571305358,0.00581397781022953,1.70584445019118,0.0420790055885693,0.0256882322542957,0.138955176284934,0.00582226918265863,1.23195713335526,1.3025862054559e-05,0.00157484826807548,0.000982328579788201,1.57010983436323e-05,0.0695968441726847,6.78415260691823,6.41812913089566e-06,0.0418585701149555,0.211797530495262,0.090967033351158,0.505761593546175,0.00655127910576043,0.107736774074257,0.0730281187612223,0.00105384566997403,0.0321379354798299,2.31696576724604,0.020420732012445,0.00115155909624436,0.00244537594562181,0.0689495124125382,0.0826098590286141,0.00123979339916655,0.00968885864328313,0.907319170827889,0.00103927408288822,0.000269592886324993,0.00477164139283997,0.641022484800464,0.0753224266519826,0.000126686908367514,0.319681121407671,0.0222851149628316,1.9105098842924e-05,1.34348827997982e-07,9.36034349343942,1.9764714048145,0.14592216081337,0.317770771857278,2.35232448035915e-06,1.20579694025273e-05,0.00469548815611222,0.00166437040864067,0.0198554533754482,0.0976040155034172,0.00341550016262327,1.12625750370824,0.0041050552315299,0.000386140783246351,0.0010657011221184,0.0566297049674803,6.215062165628e-05,0.0179103171677778,0.0656309496372212,0.277836111494109,0.00857191942286133,2.04952248001736e-06,4.30470401866115e-07,1.46639605483924,0.249407411921757,0.0242834063557683,0.000280585425881057,1.19617402167503,9.74629108136759e-09,0.214929815815308,7.7466139815336e-05,0.0162727438873777,0.00187270136087484,0.0318569119587024,0.000108329596601037,0.245117660782032,1.6067895463319,0.365825837547808,0.0702925162923203,0.197280323154467,0.00106579193787403,0.000392483912831768,0.0119741390349524,0.278963294902617,5.59551143785614,0.000190825656848876,9.2727865133101e-06,0.0331540186745526,0.00141213105943014,4.14403292984902,0.00100343773147561,0.292577562731693,0.0684567947346349,0.222566579187422,1.09178424936626,2.48634395844885e-07,0.00372998120398549,0.00433592481243565,0.00818901529619093,0.0303066655482619,0.00011082147209699,0.00119817151356141,0.0380300911094314,0.249390121460756,0.000223655213616296,1.66916552719209e-05,0.000796472960634085,0.00144892650006259,0.10054968535964,0.241969018032285,0.0016364367025187,0.000364933689578478,0.168179371708347,4.65008021608741e-06,0.00135521512677358,0.0014784531072105,0.00591296635758519,0.932484428865935,1.015022185203,0.528119396277458,0.00625956417199252,0.0187837262787723,1.64421663120998,0.000867733298296701,1.54018836026798e-07,0.00106367083450031,0.0797193694071788,0.0129768413610147,0.0804039345342232,0.0187246236199488,0.219800788163549,0.000631557036475477,0.000262378236376786,0.0102944783930036,0.193819639435857,0.00154895186730101,1.87722888420834,0.00895623922718547,0.00998238263056052,0.061759441224543,2.27201053796102,0.0415013507429597,0.00236123089573034,0.00317151027891037,0.00382383194505174,0.0212792342769122,0.212565267706401,0.268579128997805,1.02041062308415,0.264464884363642
60,Chlamydia,0.000915242996298608,8.05250211550425e-05,0.000749933172493092,0.00803864128039362,0,0,0,0,0,0.00175225369133393,9.12670020989665e-05,2.60780086357693e-05,0.0283426812912355,3.49472614721009e-05,0.000970554738278967,0,3.20399186113129e-05,0.000658293878208625,0.000155174509466817,0.00092492259202951,7.67508449353903e-05,0.000549179762553519,0.00563319748932688,0,0,0.00176612313280861,0.00301273098170777,8.79855906190275e-06,0.000824829579988959,0.00250117937587248,0,0.00137227018901302,0.00128289591383454,0,0.0492296903486047,0,0.000286376665442397,0.000841807807337141,0,0.00209806382532066,0,0,0,0,0.00107372261153084,0.0167392056774582,0,0.000623860525269639,0.00255851305499973,0,0.00329588497503612,0.00023704751957658,0.000330065665398661,0.00152702834327528,0,0.000402819680742025,0.0399044113039591,8.31632936141587e-05,0,0,0.000237626593559458,0.000187300731591321,0,0,0.00185279151613779,0,0,0.00216467380872938,0.00108003051824171,0.000216387752823069,0,0.00538360276226695,0.00160816584731701,0,0,0.411736188752046,0.00922451740689039,0.00154495269441779,0.000645689112089249,0,0,0,0.000424670941920839,0,7.33763119179811e-05,0.00116754410768611,0.00718817216491057,7.0431845142886e-06,8.3998225539338e-05,0.000220891288253279,0.000357986324707103,0,0.000244513103923382,0.00108990907276251,0.000556583624022028,8.20453341133821e-05,0,0,0.0121333198037881,0.00571766061231175,0.00169139722433643,7.04666557950406e-05,0.00206209625794448,0,0.000222139450741556,0,0,4.33477673934535e-06,0.000846981892778025,1.45527325694698e-05,0.00124063673223486,0.0348857698892486,0.00353641996064957,0.00043069334660225,0.00553978130258742,0,0,0.000766987627789891,0.000811919317923016,0.00789408053879797,0,0,0.000151634672584843,2.70850028711712e-05,0.0386378380507843,0,0.000307286188288231,0,0.00275182646293911,0.000923533966730615,0,0,0,5.09574832549421e-05,0,0,0,0.0304641592799142,0.00419095541658323,6.48842753573789e-05,0,3.48122358959949e-06,7.27440912535422e-06,0.000104815711339926,0.000666343149423997,0,2.13448473971673e-05,0.000647924867646353,0,0,0,3.77502229332887e-05,0.0105432307353058,0.0257032173118203,0.00476442178331213,0,0.00180388174142544,0.000678990450825323,7.22580508834599e-05,0,0,0.00263322463214516,0.000826728989596192,0.00558610482821765,7.55667166671259e-05,0.000591756498728067,2.4872609122843e-06,0.000171756123204475,0.000185188390798072,0.0015724859652962,0.00056587066381183,0.018625437490784,0.00676877141910755,0.000158849142616436,0,0.0186826897025037,0,0,0.00142089340981401,8.16954962811357e-06,0.00384415755256462,0.000795955294930052,0.000465146431218673,0.0091198870454339,0.00458608733036947
70,Gonorrhoea,0.000481406635722969,3.43385561907708e-05,0.00041031704732458,0.00396606906366033,0,0,0,0,0,0.000788692051626342,3.07144035285595e-05,1.99148131308853e-05,0.0157225488268136,1.26737730535816e-05,0.000328143598812637,0,9.83459305381158e-06,0.000804849023169228,5.70732570562308e-05,0.000397813184422908,2.62357664076406e-05,0.000246105519910471,0.003839871602341,0,0,0.00178238650056563,0.00171066284007557,1.61263344846613e-05,0.000331648443182767,0.00190514001659359,0.00105223951525951,0.000763472382694507,0.00130873310306518,0,0.0194244319826589,0,0.000132474984790222,0.000401624958834293,0,0.0020840979589282,0,0,0,0,0.000387150089043274,0.00969078675558912,0,0.000289847058127823,0.00199069872092571,0,0.00180383470567461,9.72691009997366e-05,0.000137087364736483,0.000780023649787131,0,0.000248724959075914,0.0177136561079598,2.84332948791136e-05,0,0,0.000140848412069402,0.000155674128961979,0,0.00105816243773,0.00144858497899337,0,0,0.000729409962542972,0.000973876164376241,0.000223033400912795,0,0.00197979655639607,0.000550789446791684,0,0,0.1265132845292,0.00582448871015735,0.000688650785224099,0.000297885652612645,0,0,0.000363552898160181,0.000189038377462981,0,3.06206689018745e-05,0.000404418045732762,0.00344871441824316,4.15286983864298e-06,4.49985989506572e-05,0.000104704240477992,0.000153536279414321,0,0.000117003785671589,0.000681658868582643,0.000330165519768143,4.76339865637529e-05,0,0,0.00508724853525278,0.00273906712609138,0.000591774807312871,2.96488053431529e-05,0.00178368177813992,0,0.00018750292053013,0,0,2.73861651845312e-06,0.000437575818828054,5.5974402558996e-06,0.00060738943223944,0.0137409524092832,0.00135036214361278,0.000227435535850087,0.00184027802486882,0,0,0,0.00159080085675091,0.0109038672880461,0,0.00104358077029056,0.000338728031023704,4.25422936445922e-05,0.0141659671678855,0,0.000191178352942493,0,0.000857540638280982,0.00105362417942172,0,0.000381440860427862,0,4.92414803073806e-05,0,0,0,0.00980840782900916,0.00202115462132677,2.47131897883992e-05,0,2.9607283022938e-06,7.61175777022723e-06,3.61359062421756e-05,0.00109889408017788,0,8.47830916052774e-06,0.000561516228362405,0,0,0,2.58096308441862e-05,0.00594642503988822,0.010693087922674,0.00221371688334377,0,0.000640677713557241,0.000321721171250508,2.84383795584776e-05,0,0,0.000841087085944262,0.000511269038297016,0.00189027662706639,3.16032100521955e-05,0.000679633726158865,1.98683276817589e-06,5.69930304004012e-05,9.63240919342907e-05,0.000759923210087803,0.000226718986741918,0.00737038618518894,0.00209123655906221,4.9304908988563e-05,0,0.00787656449798923,0.00321689401425441,0,0.000594123212713753,7.84737142700247e-06,0.00165622383829141,0.000337915282856279,0.000290534037431757,0.00360143080086057,0.00258779518834714
80,Trichomoniasis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
